company_id,oai_identifier,company_name,company_info_1,company_info_2,pdf_page_num,found_year,found_date_modified,register_year,register_date_modified,effect_date_modified,effect_year,item_rank,purpose,city,bs_text,sboard_text,proc_text,capital_text,volume,industry
5064483e19,1006345701_190900131,"Mülheimer Kleinbahnen, Akt.-Ges., in Mülheim am Rhein.",,,2050,1908.0,1908-05-01,1908.0,1908-05-22,,,1.0,"Eintritt in die Rechte und Pflichten, welche der",Mülheim am Rhein,,,,M 2 000 000 in 2000 Aktien M 1000 ,13,"Elektrische Strassenbahnen, Klein- und Pferdebahnen etc."
eed01b3585,1006345701_18970010,Emmericher Kreditbauk in Emmerich.,,,121,1876.0,1876-08-03,,,,,1.0,,Emmerich,Kassa M Wechsel M Debitoren M Aktien M Coupons M,,,M 200 000 voll eingezahlt ,1,Geld-Institute etc.
34106eb84b,1006345701_192000242,"Hessler & Herrmann, Chemische Fabrik, Akt.-Ges.",in Raguhn (Anh.),,1172,1910.0,1910-03-22,1910.0,1910-05-14,1909-04-01,1909.0,1.0,Erwerb u. Fortführung der unter der Firma Hessler,Raguhn,Aktiva Fabrikgrundst ck Hausgrundst ck Masch u Apparate Utensil u,Vors Komm Rat Theodor Hessler Raguhn Leo Arien Altona Ottensen,,M 600 000 in 600 Aktien M 1000 begeben zu,24,Chemische Industrie und verwandte Geschäftszweige.
91401f51bc,1006345701_190900132,Akt.-Ges. Katholisches Vereinshaus Donaueschingen,in Donaueschingen.,,1393,1904.0,1904-10-19,1905.0,1905-03-22,,,1.0,,Donaueschingen,,Vors Pfarrer Joh Bapt Heer Neudingen C Th K fer,,M 50 000 in 250 Nam Aktien M 200 Urspr,13,"Christliche Vereins- und Gesellen-Häuser, Herbergen."
74d8e722eb,1006345701_190100051,Elsflether Herings-Fischerei-Gesellschaft in Elsfleth.,,,1896,1896.0,1896-08-29,,,,,1.0,"Betrieb des Seefischfangs, insbes. des Heringsfangs, mit eigenen",Elsfleth,Loggerkapital Netze u Zubeh r Netzeu Zubeh rinstandhalt B ttcherei,Vors Dr med Chr Steenken B rgermstr Joh Ramien H,,M 400 000 in 400 Aktien Nr 1 400 M,5,Verschiedene Nahrungs- und Genussmittel-Industrien.
1602d4619f,1006345701_192000241,Ludwigshütte Akt.-Ges. zu Sterkrade.,,,1521,1917.0,1917-06-16,1917.0,1917-08-11,,,1.0,"Erwerb und Fortbetrieb des unter der Firma Ludwigshütte,",Sterkrade,Grundst ck u Geb ude Masch Mobil u Fuhrpark Debit,Ing Josef R sener Sterkrade Ing Ernst Hilger Rechtsanw Paul,,M 200 000 in 200 Aktien M 1000 bernommen von,24,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
7ea788c0cb,1006345701_190900132,Gas- u. Electricitätswerke Sterkrade A.-G. Sitz in Bremen.,,,1217,1898.0,1898-03-09,,,,,1.0,,Bremen,,Vors Ober Ing Jos H lzken Dr med J Stappert,,M 200 000 in 200 Aktien M 1000 Urspr M,13,Gas-Gesellschaften.
98358f7ceb,1006345701_190200061,Baugesellschaft Rhein-Club in Rüdesheim a. Rh.,,,534,,,,,,,,,Rüdesheim,Kassa Buchschulden Immobilien D bassiva A K Hypoth R F,,,M 12 000 welches ultimo 1892 durch R ckkauf von,6,"Bau-Banken, Bau-, Terrain- und Immobilien-Gesellschaften etc."
c7730bef8d,1006345701_18970010,"Chemische Fabrik, vorm. Rud. Grevenberg & Co.",in Hemelingen.,,1485,,,,,,,,Fabrikation von chemischen Produkten. Kapital: M. 125 000.,Greven,Grundst ck und Geb ude M Streukloset M Maschinen M,,,,1,Nachtrag.
d01b8b29dc,1006345701_190400082,"Phoebus Elektricitäts-Aktien-Ges. in Liquidation,","Berlin, SW. 61 Tempelhofer Ufer 10.",,1064,1899.0,1899-05-12,,,,,1.0,,Liquidation,Kassa Wechsel Debit Verlust Passiva A K Kredit R F,Vors Dir Benno Orenstein Charlottenburg Geh Reg Rat Prof Dr,,M 1 300 000 in 1300 Aktien M 1000 Bei,8,"Elektrotechnische Fabriken, Elektrizitätswerke und Hilfsgeschäfte."
d7f6260663,1006345701_189800022,Zuckerfabrik Doebeln in Doebeln.,,,486,1883.0,1883-08-03,,,,,1.0,Fabrikation von Rohzucker. Fabrik in Kleinbauchlitz.,Doebeln,Fabrikanlage M Reservefonds M Eisenbahnkaution M Zucker u Sirup M,Vors G Uhlemann Firmenzeichnung Zwei Vorstandsmitglieder ,,M 690 000 in 115 Aktien M 6000 ,2,Nahrungs- und Genussmittel-Industrie.
69c7cf696f,1006345701_192000242,Ländlieher Vorschuss-Verein zu Krögis in Meissen.,,,163,1863.0,1863-04-01,,,,,1.0,,Meissen,Kassa Wechsel u unverz Wertp Hypoth Rechnungschuldner Inventar Grundst cke,Vors Gutsbes Hans Thomas Lautzschen Stellv Rittergutspachter Hugo Donath Wendischbora,,M 1 800 000 in 6000 Aktien M 300 ,24,Geld-Institute
49533056ca,1006345701_191900232,Maschinenfabrik Rockstroh & Schneider Nachf.,Aktiengesellschaft in Heidenau bei Dresden.,,734,1900.0,1900-05-01,1900.0,1900-06-20,1899-07-01,1899.0,1.0,"Buchdruckmaschinen-Fabrikation nebst Eisengiesserei, sowie Aufnahme von Fabrikationszweigen aller",Heidenau,Grundst cke Geb ude Masch Werkst tten Werkzeuge Vorricht u,Vors Komm Rat A G Wittekind Berlin Stellv Bankier Adolf,J Rockstroh W Geisend rfer K Weber ,M 3 250 000 in 3250 Aktien M 1000 Urspr,23,"Maschinen- und Armaturen-Fabriken, Eisengiessereien, etc."
3b55a74a75,1006345701_192000241,"Kleinbahn-Aktiengesellschaft Culmsee-Melno, Sitz in Culmsee.",,,883,1900.0,1900-06-28,1900.0,1900-06-28,,,1.0,Bau und Betrieb von Kleinbahnen in den Kreisen,Culmsee,Eisenbahnbau Kassa Effekten d Erneuer F do d Spez R,Vors Landrat Dr Lohr Kulm Stellv Landrat Hans Kutter Graudenz,,M 2 385 000 in 2385 Akt M 1000 Urspr,24,"Elektrische Strassenbahnen, Klein- und Pferdebahnen etc."
d33594bde4,1006345701_192000242,Rheinische Sensenfabrik Gustav Wippermann & Co.,Kommanditgesellschaft auf Aktien in Cöln-Kalk.,,631,1893.0,1893-02-10,,,,,1.0,,Cöln-Kalk,Fabrikgrundst ck Fabrikgeb ude Masch elektr Beleucht Werkzeug u Ger,Dr jur A J rissen Aachen Dr jur Maier Bloch,Kalk Prokuristen Ing O Wippermann Kaufm W Wolf Ing O,M 260 000 in 260 Aktien M 1000 Hypotheken M,24,Metall-Industrie.
f133427970,1006345701_190500092,Frankfurt-Offenbacher Trambahn-Ges. in Offenbach a. M.,(Firma erloschen.),,1009,1883.0,1883-01-04,,,,,1.0,Betrieb einer elektrischen Strassenbahn von Frankfurt a. M.,Offenbach,Grundst cke u Geb ude Bahnk rper u Geleise Konc,Aufsichtsrat Vors Bankier Adolf Kolligs Bankier Karl Ney Bankier Fr,,M 500 000 in 1000 Aktien M 500 Urspr M,9,"Strassen- und Kleinbahnen, Bergbahnen etc."
bfdde70dcf,1006345701_189900032,"Motorenfabrik Oberursel, Actiengesellschaft",zu Oberursel bei Homburg v. d. H.,,426,1898.0,1898-06-15,,,,,1.0,Erwerb und Fortbetrieb des bisher unter der Firma,Oberursel,,Fabrikant Ed Kaiser C sar Straus Frankfurt a M Fabrikant,Ingenieur Karl Gramm Kaufm Mor Hammerschlag Kaufm Magnus Moos ,M 750 000 in 750 Inhaber Aktien M 1000 ,3,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
84ed29c72e,1006345701_191200162,"Bank f. Landwirthschaft u. Industrie Kwilecki, Potocki & Co.",Akt.-Ges. in Posen.,,164,1870.0,1870-08-03,,,,,1.0,"Förderung von Kredit u. Industrie, Betrieb von Bank-",Posen,Kassa Effekten Wechsel Einricht Immobil Wallischei Speicher Bahnhof Reservoir S,Vors Dr Z Szuldrzynski ,H Hedinger St Waszynski M Affeltowicz ,M 586 800 u zwar M 374 400 in 1040,16,Geld-Institute etc.
310b5c8dbd,1006345701_189800021,Volksbank Ibbenbüren in Ibbenbüren.,,,133,1881.0,1881-10-03,,,,,1.0,Hebung des Standes der Landwirte u. Gewerbetreibenden.,Ibbenbüren,Kassa M Wechsel M Accepte M Debitoren M Mobilien M,,,Eingezahlt M 38 700 in 150 alten Aktien M 150,2,Geldinstitute etc.
2a65848a19,1006345701_191300172,Spinnerei u. Weberei Sweering Akt.-Ges. in Ibbenbüren,(Kreis Tecklenburg).,,1128,1912.0,1912-03-18,1912.0,1912-03-26,,,1.0,Erwerb der Immobil. der Firma J. H. Sweering,Ibbenbüren,Debit Vorr te an Garnen u Geweben Kassa u Wechsel,Vors Geh Reg Rat Disse M nster Amtsgerichtsrat br Cohausz,Franz Bispinck Herm K llner Jakob Steupert ,M 600 000 in 600 Aktien M 1000 bernommen von,17,Textil-Industrie.
1605b61c8b,1006345701_192000242,Vereinigte Riegel- und Schlossfabriken Act.-Ges.,in Velbert.,,826,1896.0,1896-11-03,,,,,1.0,Erwerb u. Betrieb der Riegelfabrik von Aug. Wilh.,Velbert,Grundst ck Geb ud Masch Stempel Ger te Patente Kontoreinricht,,,M 650 000 in 559 abgest Vorz Aktien u 91,24,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
0c9ebecd99,1006345701_190500091,Sattler & Bethge A.-G. in Quedlinburg am Harz.,,,1422,1890.0,1890-10-01,,,,,1.0,,Quedlinburg,Grundst cke Geb ude Gew chshaus u Anlagen Erde u,,,M 180 000 in 180 Aktien M 1000 Die G,9,Verschiedene Nahrungs- und Genussmittel-Industrien.
40c3074f20,1006345701_190300071,"Eisenwerk Quedlinburg, Aktiengesellschaft in Quedlinburg.",In Konkurs.,,2044,1900.0,1900-08-17,1900.0,1900-09-06,,,1.0,Betrieb einer Eisengiesserei und Maschinenfabrik. Das Werk ist,Quedlinburg,,,,M 150 000 in 150 Aktien Nr 1 150 M,7,Verschiedene Gesellschaften und Nachträge.
55c8fa6128,1006345701_192000242,"Clarenberg, Actien-Gesellschaft für Kohlen- u. Thonindustrie","in Frechen (Verwaltung in Cöln a. Rhein, Herwarthstr. 18).",,571,1893.0,1893-08-03,,,,,1.0,,Frechen,Grubenfelder und Abbaurechte Kto Grundst cke Beamten u Arb Wohn,Vors Gen Dir Dr jur Paul Silverberg C ln Stellv,,M 1 400 000 in 1400 Aktien M 1000 Urspr,24,"Bergwerke, Hütten- und Salinenwesen"
f4e85154ef,1006345701_191900232,"Tonwerke, Akt.-Ges. in Wittenberg Bez. Halle.",,,986,1913.0,1913-08-03,1913.0,1913-03-08,,,1.0,"Fabrikation von Erzeugnissen aus Ton und anderen Mineralstoffen,",Hall,Grundst cke Geb ude Anschlussgleis Masch Inventar Pferde Vorr te,Vors konomierat Dr v Spillner Wittenberg Fabrik Dir Rich Bonfik,,M 350 000 in 350 Aktien M 1000 begeben zu,23,Industrie der Steine und Erden.
bc8c4b97de,1006345701_190000041,Sickingerbräu Landstuhl A.-G. vormals Aug. Schirber,in Landstuhl (Pfalz).,,1402,1897.0,1897-07-17,,,,,1.0,Erwerb und Fortbetrieb der unter der Firma Aug.,Landstuhl,Brauerei M lzerei eigene Wirtschaftsh user u Eiskeller Maschinen Ger,Bank Dir Alex B rklin Neustadt a H Wilh Zeiler,,M 800 000 in 800 Aktien M 1000 Anleihe M,4,Brauereien.
