company_id,oai_identifier,company_name,company_info_1,company_info_2,pdf_page_num,found_year,found_date_modified,register_year,register_date_modified,effect_date_modified,effect_year,item_rank,purpose,city,bs_text,sboard_text,proc_text,capital_text,volume,industry
c4ea40269b,1006345701_189800022,"Stettiner Electricitätswerke in Stettin,","Schulzenstrasse 21, mit Filiale in Greifenhagen.",,353,,,,,,,,,Stettin,Grund u Boden M Baulichkeiten Kessel u Maschinen Mietshaus Fabrik,,,,2,"Elektrotechnische Fabriken, Elektrizitätswerke und Hilfsgeschäfte."
4037d9d97f,1006345701_191700212,"Gas- und Wasserwerke Montjoie, A.-G., Sitz in Bremen.",,,1379,1897.0,1897-08-28,,,,,1.0,,Bremen,Diverses Passiva Bankkto A K R F Div R ckzahl,Vors Carl Francke jun Rich Dunkel B rgerm a D,,M 230 000 in 230 Aktien M 1000 Urspr M,21,Gas-Gesellschaften.
b46132da5d,1006345701_191300172,Max Brandenburg Berliner Pumpenfabrik Akt.-Ges.,in Treptow bei Berlin.,,860,1906.0,1906-11-29,1906.0,1906-08-03,1906-01-01,1906.0,1.0,Fortbetrieb der von dem Fabrikbes. Max Brandenburg unter,Berlin,,Vors konomierat Curt Burmeister B Grunewald Stellv Rittmeister a D,,M 500 000 in 500 Aktien M 1000 Hypothek M,17,"Maschinen- und Armaturen-Fabriken, Eisengießereien etc."
d1cafdddb2,1006345701_190200061,Bad Arienheller Aktiengesellschaft in Arienheller,bei Rheinbrohl. (Siehe Seite 1659.),,1964,,,,,,,,,Arienheller,Grundbesitz Geb ude Mobilien Kassa ausstehende Einzahlungen auf Aktien Gespanne,,,M 419 000 in 419 Aktien M 1000 Eingezahlt bis,6,Verschiedene Gesellschaften und Nachträge.
2acdcd2cd1,1006345701_190900131,Transatlantische G in Berlin W.,,,669,1872.0,1872-02-27,,,,,1.0,,Berlin,Aktienwechsel Aktienvollzahl bei Banken dep Kassa Effekten Hypoth Wechsel Guth,Vors Gen Kons Komm Rat Rud Koch Stellv Fritz Hergersberg,,M 3 750 000 in 2500 Nam Aktien Thlr 500,13,Versicherungs-Gesellschaften aller Branchen.
662e8236ae,1006345701_191700211,Transatlantische Feuer-Versicherungs-Actien-Gesellschaft,"in Hamburg, Grosse Bleichen 27. (In Liquid.)",,757,1872.0,1872-02-10,,,,,1.0,"Versich. gegen alle Gefahren der See- u. Flussschiffahrt,",Hamburg,Noch nicht eingez A K Ausst nde bei Agenten Guth,Vors Herm Robinow Hamburg Stellv F W Oetling Konsul H,Heinr Fromm Karl Kutscher G L Matthey Doret G H,M 937 500 in 250 Nam Aktien M 3750 mit,21,Versicherungs-Gesellschaften aller Branchen.
e0abd29a6d,1006345701_190800121,Transatlantische Rückversicherungs-Gesellschaft in Liqu.,in Hamburg. Siehe Seite 522.),,2056,,,,,,,,,Liqu,Oblig der Aktion re Bank Effekten Depositen Hypoth St ck,,,,12,Nachträge und Berichtigungen.
c458dc4289,1006345701_190000042,Memeler Actien-Brauerei und Destillation in Memel.,,,322,1871.0,1871-03-04,,,,,1.0,Fabrikation von Bier und Spirituosen. Übernahme der J.,Memel,,Vors Konsul Herm Gerlach Stellv Kaufm Otto Meyer Otto May,,M 450 000 in 1500 Aktien Nr 1 1500 Thlr,4,Brauereien.
dbe2526e6d,1006345701_190600101,Memeler Kleinbahn-Akt.-Ges. in Memel.,,,1741,1904.0,1904-04-15,1904.0,1904-04-19,,,1.0,Bau u. der Betrieb folgender Kleinbahnlinien: a) von,Memel,,Reg Rat Dr Hassenstein Eisenbahnbau u Betriebsinsp Schaeffer Landeshauptm von,,M 2 800 000 in 2800 Aktien M 1000 ,10,"Elektrische Strassenbahnen, Klein- und Pferdebahnen etc."
bb3b3f8288,1006345701_190600101,Memeler Dampfschiffs-Akt.-Ges. in Liquid. in Memel.,,,670,1880.0,1880-08-03,,,,,1.0,"Betrieb von Rhederei mittels Dampfschiffen, sowie von Handelsgeschäften",Memel,,Vors Komm Rat Herm Gerlach Konsul Louis M ller R,,M 700 000 in 700 Aktien M 1000 ,10,"Dampfschiffahrts-Gesellschaften, Rhedereien etc."
f577566b04,1006345701_190200062,Memeler Holz-Industrie-Aktien-Gesellschaft in Memel,in Konkurs.,,964,1896.0,1896-04-20,,,,,1.0,,Memel,,,,M 650 000 in 650 Aktien Nr 1 650 M,6,Holz-Industrie.
b345e42bd2,1006345701_190300072,"Deutsche Cotton-Oel-Werke, Aktiengesellschaft in Cöln.",,,815,1899.0,1899-09-19,,,,,1.0,"Fabrikation und Vertrieb aller Sorten Ole, insbes. Baumwollsaatöl",Cöln,Grundst ck Geb ude Masch Lichtanlage Mobil C ln do,,,M 1 000 000 in 1000 Aktien M 1000 Auf,7,Chemische Industrie und verwandte Geschäftszweige.
2acd0e5ee0,1006345701_191100152,Coesfelder Buntweberei Akt.-Ges. in Coesfeld.,,,1063,1908.0,1908-05-26,1908.0,1908-05-27,,,1.0,Erwerb und Betrieb von Buntwebereien und der Betrieb,Coesfeld,Grundst cke u Geb ude Masch u Utensil Mobil u,Vors Unterstaatssekret na D Franz Sterneberg Exz Gross Lichterfelde Stellv,,M 840 000 in 840 Aktien M 1000 Hypotheken M,15,Textil-Industrie.
eeb8301308,1006345701_190000042,Mech. Buntweberei vorm. Kolb & Schüle,Aktiengesellschaft in Kirchheim u. Teck.,,751,1898.0,1898-03-22,,,1897-07-01,1897.0,1.0,Erwerb und Weiterbetrieb der bisher unter der Firma,Kirchheim,Immobilien Maschinen u Einrichtung Motoren Webutensilien Vorr te Debitoren Kassa,Vors Rechtsanw Osswald I Ulm Stellv Fabrikant Emil E Kirchheim,Friedr Heermann Phil B ing ,M 1 000 000 in 1000 Aktien Nr 1 1000,4,Textil-Industrie.
84404a1d31,1006345701_190300072,"Krefelder Stahlwerk, Act.-Ges. in Crefeld.",,,331,1900.0,1900-04-05,1900.0,1900-05-29,,,1.0,Errichtung und Betrieb von Werken zur Herstellung von,Crefeld,Grundst cke Fabrikgeb ude Wohngeb ude Fabrikate Halbfabrikate u Rohmaterial,Vors Gen Dir Franz Burgers Bulmke b Gelsenkirchen Aug Thyssen,,M 1 000 000 in 1000 Aktien M 1000 Urspr,7,"Bergwerke, Hütten- und Salinenwesen."
980972632e,1006345701_191900232,"Hamburger Immobilien-A.-G. in Hamburg,",Kleine Johannisstr. 18/20.,,214,1906.0,1906-07-04,1906.0,1906-07-10,,,1.0,Ankauf u. Verwertung von Immobilien aller Art sowie,Hamburg,Renten Hypoth Depot f r Strassenbau Hypoth u verzinsl Anlagen,Vors Konsul Henry J W Behrmann Rentier Alb Gust Witt,,M 1 000 000 in 1000 Aktien M 1000 ,23,Geld-Institute etc.
82e966294d,1006345701_191100152,"Rickmers Reismühlen, Rhederei u. Schiffbau A.-G. inBremen,",Zweigniederlassungen in Bremerhaven u. Geestemünde.,,386,1889.0,1889-03-01,,,,,1.0,"Betrieb von Reismühlen, Rhederei und Schiffbau. Ein Teil",Bremen,Bauten Grundbesitz Schiffe u Beteilig Kto Debit Kassa Passiva A,Vors H A Nolze Dr Leop Cohn H A Wuppesahl,F J Th K hler G F Jahn H F,M 13 000 000 in 13 000 Aktien M 1000,15,Verkehrs- und Transport-Gesellschaften.
844a489998,1006345701_191000142,"Berliner Neueste Nachrichten, Aktiengesellschaft","Sitz in Berlin, Königgrätzerstrasse 41/42. (In Liquidation.)",,1169,1900.0,1900-12-01,1901.0,1901-01-25,,,1.0,,Berlin,Verlagskto Verlust Sa M Passiva A K M Dividende Liquidator,,,M 575 000 in 575 Nam Aktien M 1000 S,14,Polygraphische Gewerbe.
4d6ff1e26e,1006345701_190000041,Düsseldorfer Verlags-Anstalt A.-G. (Neueste Nachrichten),in Düsseldorf.,,1254,1894.0,1894-08-03,,,,,1.0,,Düsseldorf,Immobilien Schriften Maschinen Utensilien Debitoren Kassa Inserate Abonnements Erwerbs u,,,M 200 000 in Aktien Hypothek M 23 000 ,4,Polygraphische Gewerbe.
4d5e93f6a2,1006345701_190000042,"Dampfkesselfabrik Rodberg, A.-G.",in Darmstadt.,,513,1899.0,1899-03-23,,,,,1.0,"Erwerbung des Fabrikanwesens von Arthur Rodberg zu Darmstadt,",Darmstadt,Grundst cke Geb ude Betriebs u Werkzeugmaschinen Werkzeuge Zeichnungen u,Vors Rechtsanw Friedr K nig Paul Baus Brauerei Dir Edmund,,M 500 000 in 500 Aktien Nr 1 500 M,4,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
6920f8adc3,1006345701_192000241,Bayerische Sprengstoffwerke u. Chemische Fabriken,Akt.-Ges. in Nürnberg. (Firma bis 1919: Bayerische Sprengstoff-Akt.-Ges.),,1968,1918.0,1918-02-16,1918.0,1918-06-17,,,1.0,Erwerb u. Fortführung des unter der Firma Cahücitwerke,Nürnberg,Aktiva Geb ude u Grundst cke Masch u Einricht Kassa,Vors Gen Dir Fritz Neumayer N rnberg Gen Dir Dr,,M 3 000 000 in 3000 Aktien M 1000 Die,24,"Pulver-, Sprengstoff- und Zündwaren-Fabriken"
ba47676589,1006345701_190000042,Mülheimer Brauerei-Gesellschaft vorm. Jonas Kreutzer,in Mülhein a. Rhein.,,1287,1896.0,1896-07-01,,,,,1.0,Erwerb und Fortbetrieb der Brauerei und des Wirtschaftsanwesens,Mülhein,Immob Maschinen Fastagen Fuhrpark Mobilien Utensilien Vorr te an Bier,Vors G Martin M lheim a Rhein L Geisel Neustadt,,M 600 000 in 600 Aktien Nr 1 600 M,4,Brauereien.
f6b0a51d63,1006345701_191500191,Mülheimer Bank in Mülheim a. d. Ruhr,"mit Filialen in Oberhausen, Hamborn u. Sterkrade.",,353,1889.0,1889-05-28,,,,,1.0,Betrieb aller Arten von Bank- u. Handelsgeschäften. Der,Mülheim,Kassa Geldsorten u Coup Guth bei NotenBanken Wechsel Nostroguth bei,Mind Vors Komm Rat Gust Stinnes M hlheim Ruhr Stellv,F Doench L Mostersteg W Hahn M hlheim O Gethmann,M 9 000 000 in 9000 Aktien M 1000 Urspr,19,Kredit-Banken und andere Geld-Institute.
ed23dee1b0,1006345701_190900132,"Mülheimer Kleinbahnen, Akt.-Ges., in Mülheim am Rhein.",,,315,1908.0,1908-05-01,1908.0,1908-05-22,,,1.0,"Eintritt in die Rechte und Pflichten, welche der",Mülheim am Rhein,,,,M 2 000 000 in 2000 Aktien M 1000 ,13,Verkehrs- und Transport-Gesellschaften.
89a4aab0b8,1006345701_191200161,"Emmericher „„ Aes- Ges, in Emmerich a. Rh.",,,243,1876.0,1876-08-03,,,,,1.0,,Emmerich,Bares Geld Sorten Zinsscheine Wechsel Debit Wertpap Grundst cke Einricht,Vors Amtsrichter Fr Brockhausen M lheim Ruhr Felix Lensing Fritz,,M 1 000 000 in 1000 Aktien M 1000 Urspr,16,Kredit-Banken und andere Geld-Institute.
13a27524b6,1006345701_191300171,"Hessler & Herrmann, Chemische Fabrik, Akt.-Ges.",in Raguhn (Arh.),,1790,1910.0,1910-03-22,1910.0,1910-05-14,1909-04-01,1909.0,1.0,Erwerb u. Fortführung der unter der Firma Hessler,Raguhn,Aktiva Fabrikgrundst ck Hausgrundst ck Masch Utensil Fuhrpark Waren Kassa,Vors Komm Rat Theodor Hessler Raguhn Stellv Bankier I Schindler,,M 600 000 in 600 Aktien M 1000 begeben zu,17,Chemische Industrie und verwandte Geschäftszweige.
3254c7650c,1006345701_190800122,Akt.-Ges. Katholisches Vereinshaus Donaueschingen,in Donaueschingen.,,1344,1904.0,1904-10-19,1905.0,1905-03-22,,,1.0,,Donaueschingen,,Vors Pfarrer Joh Bapt Heer Neudingen C Th K fer,,M 50 000 in 250 Nam Aktien M 200 Urspr,12,"Christliche Vereins- und Gesellen-Häuser, Herbergen."
a93a42060d,1006345701_190100052,Elsflether Herings-Fischerei-Gesellschaft in Elsfleth.,,,1097,1896.0,1896-08-29,,,,,1.0,"Betrieb des Seefischfangs, insbes. des Heringsfangs. mit eigenen",Elsfleth,,Vors Dr med Chr Steenken B rgermstr Joh Ramien H,,M 440 000 in 440 Aktien Nr 1 440 M,5,Nahrungs- und Genussmittel-Industrien.
971d2f7f3b,1006345701_191800222,Ludwigshütte Akt.-Ges. zu Sterkrade.,,,818,1917.0,1917-06-16,1917.0,1917-08-11,,,1.0,"Erwerb und Fortbetrieb des unter der Firma Ludwigshütte,",Sterkrade,,Ing Josef R sener Sterkrade Ing Ernst Hilger Rechtsanw Paul,,M 200 000 in 200 Aktien M 1000 bernommen von,22,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
69bb9b16f5,1006345701_191000142,Gaswerke Sterkrade A.-G. in Sterkrade.,,,1251,1898.0,1898-03-09,,,,,1.0,,Sterkrade,Grundst ck u Gaswerk Kassa u Debit Lagervorr te vorausbez,Vors Ober Ing Jos H lzken Dr med J Stappert,,M 200 000 in 200 Aktien M 1000 Urspr M,14,Gas-Gesellschaften.
6f3edf941a,1006345701_191700212,Baugesellschaft Rhein-Club in Rüdesheim a. Rh.,(In Liquidation seit 14./2. 1910.),,499,,,,,,,,,Rüdesheim,,Vors E Sturm F Reuter ,,M 12 000 welches ultimo 1892 durch R ckkauf von,21,"Bau-Banken, Bau-, Terrain- und Immobilien-Gesellschaften etc."
ea1e1962f1,1006345701_189800022,Chem. Fabrik vorm. Rud. Grevenberg & Co.,in Hemelingen bei Bremen. (Siehe Seite 400.),,788,,,,,,,,,Greven,Grund u Geb ude M Streu Kloset M Maschinen M,,,,2,Nachtrag.
53a7e34add,1006345701_190300072,Phoebus Elektricitäts-Akt.-Ges. in Liquid. in Berlin.,(Siehe S. 511.),,1401,,,,,,,,,Berlin,Kassa Wechsel Waren Effekten Centralenkto Utensil u Werkzeuge Lichtanlage Debit,,,,7,Nachträge.
564635ceb5,1006345701_190100052,Zuckerfabrik Doebeln in Döbeln.,,,1020,1883.0,1883-08-03,,,,,1.0,"Fabrikation von krystallinischem Zucker, sogenannten Korn- oder Krystallzucker",Döbeln,Fabrikanlage Kautionseffekten Zucker u Sirup Kassa Debitoren R bensamen Betriebsvorr,Vors Dr G Uhlemann Stellv Wunderling D beln ,,M 690 000 in 115 Aktien M 6000 ,5,Zucker-Fabriken und Zucker-Raffinerien.
59848f766d,1006345701_189800022,Ländlicher Vorschuss-Verein zu Krögis.,,,64,,,,,,,,,Krögis,Kassa M Hypotheken M Wechsel u Vorsch sse M Wertpapiere,,,,2,Geldinstitute etc.
6c946aa4e8,1006345701_190100051,Maschinenfabrik Rockstroh & Schneider Nachf.,Aktiengesellschaft in Heidenau bei Pirna.,,1162,1900.0,1900-05-01,,,1899-07-01,1899.0,1.0,Übernahme und Betrieb der der Firma Rockstroh &,Heidenau,,Vors Bank Dir Anton Wittekind Berlin Stellv Rechtsanwalt Dr Felix,,M 1 800 000 in 1800 Aktien Nr 1 1800,5,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
7ec3381c0e,1006345701_190300072,Kleinbahn in Culmsee Actien-Gesellschaft Culmsee-Melno.,,,1400,,,,,,,,,Culmsee,Eisenbahnbau u Ausr stung Kassa Kautionseffekten Bankguth Debit Passiva A,,,,7,Nachträge.
3e219b0efc,1006345701_189800022,Rheinische Sensenfabrik Gustav Wippermann & Co.,"in Kalk bei Köln a. Rh. (Siehe Ausgabe 1897/98, Band",,789,,,,,,,,,Kalk,Grundst ck M Geb ude M Maschinen M Anlage der,,,,2,Nachtrag.
6a98d90312,1006345701_189800022,Frankfurt-Offenbacher Trambahn-Gesellschaft,(Siehe Seite 83.),in Offenbach a. M. mit Direktion in Oberrad und Filiale,798,,,,,,,,,Offenbach,Grundst ck u Geb ude M Bahnk rper u Konzession,,,,2,Nachtrag.
2f239025ad,1006345701_190000041,"Motorenfabrik Oberursel, Act.-Ges. zu Oberursel",bei Homburg v. d. H. mit Zweigniederlassung in Berlin.,,882,1898.0,1898-06-15,,,,,1.0,Erwerb und Fortbetrieb des bisher unter der Firma,Oberursel,Aktiva Grundst ck u Wasserkraft Geb ude Maschinen Werkzeuge u,Fabrikant Ed Kaiser C sar Straus Frankfurt a M Fabrikant,Ing Karl Gramm Kaufm Mor Hammerschlag ,M 1 050 000 in 1050 Aktien M 1000 Urspr,4,"Maschinen- und Armaturen-Fabriken, Eisengiessereien etc."
a510758d6a,1006345701_189800022,"Bank für Landwirthschaft und Industrie Kwilecki,",Potocki & Co. zu Posen mit Filiale in Wronke. (Siehe,,69,,,,,,,,"Förderung von Kredit und Industrie, Betrieb von Bank-",Posen,Aktienkonto M Kassa M Effekten M Wechsel M Lombard M,,,M 2 268 600 in Aktien M 600 ,2,Geldinstitute etc.
6a75b1d39b,1006345701_189900031,Ibbenbürener Volksbank in Ibbenbüren.,,,146,1881.0,1881-10-03,,,,,1.0,Hebung des Standes der Landwirte u. Gewerbetreibenden.,Ibbenbüren,Kassa M Wechsel M Accepte M Debitoren M Mobilien M,,,Eingezahlt M 38 700 in 150 alten Aktien M 150,3,"Banken, Notenbanken und andere Geld-Institute."
5a1475910c,1006345701_191300171,Spinnerei u. Weberei Sweering Akt.-Ges. in Ibbenbüren,(Kreis Tecklenburg).,,2242,1912.0,1912-03-18,1912.0,1912-03-26,,,1.0,Erwerb der Immobil. der Firma J. H. Sweering,Ibbenbüren,,Vors Amtsgerichtsrat Dr Cohausz Geldern Rechtsanw Georg Bispinck Ibbenb ren,Franz Bispinck Herm K ller Jakob Steupert ,M 600 000 in 600 Aktien M 1000 bernommen von,17,Textil-Industrie.
2ec0ea3596,1006345701_189800022,Vereinigte Riegel- u. Schloss-Fabriken in Velbert.,,"(Siehe Ausgabe 1897/98, Band I, Seite 552.)",802,,,,,,,,,Velbert,Grundst cke u Geb ude M Maschinen Werkzeuge u Stanzen,,,,2,Nachtrag.
9c65b347e6,1006345701_190000042,Sattler & Bethge A.-G. in Quedlinburg am Harz.,,,1100,1890.0,1890-10-01,,,,,1.0,"Kunst- und Handelsgärtnerei, Anzucht junger Sämlinge und Stecklinge",Quedlinburg,Grundst ckskto Geb ude Gew chshaus u Anlage Erde u,Vors Stadtrat Georg Vogler Rud Knoche Gust Sperling Aug Huschbeck,,M 180 000 in 180 Aktien Nr 1 180 M,4,Verschiedene Nahrungs- und Genussmittel-Industrien.
e3b49869b5,1006345701_190200061,"Eisenwerk Quedlinburg, Aktiengesellschaft in Quedlinburg.",(Siehe Seite 1051.),,1963,,,,,,,,,Quedlinburg,Aktiva Grundst ck Geb ude Maschinen Patentkto Kassa Inventar Werkzeuge,,,,6,Verschiedene Gesellschaften und Nachträge.
2cf003dd0d,1006345701_189800022,"Clarenberg, Act.-Ges. für Kohlen- und Thon-Industrie",zu Frechen bei Köln. (Siehe Seite 200.),,785,,,,,,,,,Frechen,Immobilien M Geb ude M Maschinen M elektr Bel Anlage,,,,2,Nachtrag.
cc9ef6ccb9,1006345701_191500192,"Tonwerke, Akt.-Ges. in Wittenberg Bez. Halle.",,,1044,1913.0,1913-08-03,1913.0,1913-03-08,,,1.0,"Fabrikation von Erzeugnissen aus Ton und anderen Mineralstoffen,",Hall,Grundst cke Geb ude Anschlussgleis Masch Inventar Vorr te Kaut,Vors konomierat Dr v Spillner Wittenberg in Vorst deleg FabrikDir,,,19,"Thonwaren- und Chamotte-Fabriken, Ziegeleien."
c6a353c5af,1006345701_190000042,Sickingerbräu Landstuhl A.-G. vormals Aug. Schirber,"in Landstuhl, Pfalz.",,1261,1897.0,1897-07-17,,,,,1.0,Erwerb und Fortbetrieb der unter der Firma Aug.,Landstuhl,Brauerei M lzerei eigene Wirtschaftsh user u Eiskeller Maschinen Ger,Bank Dir Alex B rklin Neustadt a H Wilh Zeiler,,M 800 000 in 800 Aktien Nr 1 800 M,4,Brauereien.
53fe4268e4,1006345701_190000042,Actiengesellschaft Paulanerbräu (zum Salvatorkeller),in München.,,1291,1886.0,1886-04-21,,,,,1.0,Fortbetrieb der früher im Besitze der Firma Gebr.,München,Immobilien Maschinen u Brauereieinrichtung Fastagen Fuhrpark u Pferde Wirtschafts u,Vors Geh Hofrat Dr H Pemsel Josef Diernberger J B,,M 2 900 000 in 2900 Aktien M 1000 ,4,Brauereien.
bbf8514fa3,1006345701_191800222,"Gas- u. Elektricitäts-Werke Allstedt A- G., Sitz in B",,"Ausbesser. 2648, Unk. 6372, Ver",1299,,,,,,,,,B,,,,,22,Gas-Gesellschaften.
dd1cdde082,1006345701_190100052,Siegen-Lothringer Werke vormals H. Fölzer Söhne,"in Siegen mit Zweigniederlassungen in Agnesenhütte b. Haiger, Geisweid (Westf.)",,383,1899.0,1899-04-08,,,,,1.0,"Betrieb von Werken, welche der Erzeugung und Weiterverarbeitung",Siegen,Aktiva Gr undst cke Geb ude Maschinen Ger te u,Vors Ludw F lzer Wilh F lzer Wilh Uerpmann Siegen,Ing Friedr F lzer Ing Paul Wenner Haiger Karl Heppner,M 1 500 000 in 1500 Aktien Nr 1500 M,5,"Bergwerke, Hütten- und Salinenwesen."
